frame,total,Platinum,Black,Pineapple
1352,0,0,0,0
1353,0,0,0,0
1354,3,0,3,0
1355,3,0,3,0
1356,1,0,1,0
1357,1,0,1,0
1358,1,0,1,0
1359,1,0,1,0
1360,0,0,0,0
1361,0,0,0,0
1362,2,0,2,0
1363,2,0,2,0
1364,1,0,1,0
1365,1,0,1,0
1366,1,0,1,0
1367,1,0,1,0
1368,1,0,1,0
1369,1,0,1,0
1370,2,0,2,0
1371,2,0,2,0
1372,1,0,1,0
1373,1,0,1,0
1374,2,0,2,0
1375,2,0,2,0
1376,3,0,3,0
1377,3,0,3,0
1378,3,0,3,0
1379,3,0,3,0
1380,1,0,1,0
1381,1,0,1,0
1382,2,0,2,0
1383,2,0,2,0
1384,1,0,1,0
1385,1,0,1,0
1386,2,0,2,0
1387,2,0,2,0
1388,2,0,2,0
1389,2,0,2,0
1390,3,0,3,0
1391,3,0,3,0
1392,2,0,2,0
1393,2,0,2,0
1394,2,0,2,0
1395,2,0,2,0
1396,2,0,2,0
1397,2,0,2,0
1398,0,0,0,0
1399,0,0,0,0
1400,0,0,0,0
1401,0,0,0,0
1402,3,0,3,0
1403,3,0,3,0
1404,1,0,1,0
1405,1,0,1,0
1406,1,0,1,0
1407,1,0,1,0
1408,1,0,1,0
1409,1,0,1,0
1410,0,0,0,0
1411,0,0,0,0
1412,0,0,0,0
1413,0,0,0,0
1414,0,0,0,0
1415,0,0,0,0
1416,0,0,0,0
1417,0,0,0,0
1418,2,0,2,0
1419,2,0,2,0
1420,3,0,3,0
1421,3,0,3,0
1422,3,0,3,0
1423,3,0,3,0
1424,4,0,4,0
1425,4,0,4,0
1426,3,0,3,0
1427,3,0,3,0
1428,2,0,2,0
1429,2,0,2,0
1430,2,0,2,0
1431,2,0,2,0
1432,2,0,2,0
1433,2,0,2,0
1434,2,0,2,0
1435,2,0,2,0
1436,2,0,2,0
1437,2,0,2,0
1438,1,0,1,0
1439,1,0,1,0
1440,1,0,1,0
1441,1,0,1,0
1442,1,0,1,0
1443,1,0,1,0
1444,0,0,0,0
1445,0,0,0,0
1446,0,0,0,0
1447,0,0,0,0
1448,0,0,0,0
1449,0,0,0,0
1450,1,0,1,0
1451,1,0,1,0
1452,1,0,1,0
1453,1,0,1,0
1454,0,0,0,0
1455,0,0,0,0
1456,1,0,1,0
1457,1,0,1,0
1458,2,0,2,0
1459,2,0,2,0
1460,1,0,1,0
1461,1,0,1,0
1462,2,0,2,0
1463,2,0,2,0
1464,1,0,1,0
1465,1,0,1,0
1466,1,0,1,0
1467,1,0,1,0
1468,1,0,1,0
1469,1,0,1,0
1470,0,0,0,0
1471,0,0,0,0
1472,1,0,1,0
1473,1,0,1,0
1474,0,0,0,0
1475,0,0,0,0
1476,1,0,1,0
1477,1,0,1,0
1478,1,0,1,0
1479,1,0,1,0
1480,0,0,0,0
1481,0,0,0,0
1482,1,0,1,0
1483,1,0,1,0
1484,1,0,1,0
1485,1,0,1,0
1486,1,0,1,0
1487,1,0,1,0
1488,1,0,1,0
1489,1,0,1,0
1490,1,0,1,0
1491,1,0,1,0
1492,2,0,2,0
1493,2,0,2,0
1494,2,0,2,0
1495,2,0,2,0
1496,2,0,2,0
1497,2,0,2,0
1498,1,0,1,0
1499,1,0,1,0
1500,1,0,1,0
1501,1,0,1,0
1502,1,0,1,0
1503,1,0,1,0
1504,1,0,1,0
1505,1,0,1,0
1506,1,0,1,0
1507,1,0,1,0
1508,3,0,3,0
1509,3,0,3,0
1510,1,0,1,0
1511,1,0,1,0
1512,1,0,1,0
1513,1,0,1,0
1514,0,0,0,0
1515,0,0,0,0
1516,0,0,0,0
1517,0,0,0,0
1518,0,0,0,0
1519,0,0,0,0
1520,0,0,0,0
1521,0,0,0,0
1522,0,0,0,0
1523,0,0,0,0
1524,0,0,0,0
1525,0,0,0,0
1526,1,0,1,0
1527,1,0,1,0
1528,2,0,2,0
1529,2,0,2,0
1530,2,0,2,0
1531,2,0,2,0
1532,0,0,0,0
1533,0,0,0,0
1534,1,0,1,0
1535,1,0,1,0
1536,0,0,0,0
1537,0,0,0,0
1538,1,0,1,0
1539,1,0,1,0
1540,0,0,0,0
1541,0,0,0,0
1542,1,0,1,0
1543,1,0,1,0
1544,1,0,1,0
1545,1,0,1,0
1546,2,0,2,0
1547,2,0,2,0
1548,0,0,0,0
1549,0,0,0,0
1550,0,0,0,0
1551,0,0,0,0
1552,0,0,0,0
1553,0,0,0,0
1554,0,0,0,0
1555,0,0,0,0
1556,0,0,0,0
1557,0,0,0,0
1558,1,0,1,0
1559,1,0,1,0
1560,0,0,0,0
1561,0,0,0,0
1562,0,0,0,0
1563,0,0,0,0
1564,0,0,0,0
1565,0,0,0,0
